1.81102	-1.39548
1.21127	-0.586647
1.20116	-0.272677
1.16881	-0.154741
1.14676	-0.391991
0.999304	-0.293896
0.989053	-0.0884655
1.17901	-0.436817
1.00809	-0.300797
1.10556	-0.403649
0.873171	-0.191404
1.13401	-0.753043
1.53517	-1.44005
2.55037	-1.68442
2.34493	-1.72008
2.02321	-1.34431
2.09271	-1.56167
1.99537	-1.7154
2.13481	-2.1294
2.52082	-2.73525
2.53118	-2.83406
2.22012	-2.40905
1.87899	-1.81796
2.23601	-2.24757
1.92162	-1.74575
2.19643	-2.1216
1.98508	-1.79054
2.05358	-1.89346
2.078	-1.80028
1.82263	-1.51063
1.64373	-1.45246
1.36003	-1.13712
1.4465	-1.23097
1.45347	-1.26046
1.56101	-1.26537
1.43801	-1.15637
1.94397	-1.7763
1.88528	-1.62497
1.80666	-1.51492
1.80415	-1.43655
1.66349	-1.1916
1.66285	-1.26757
1.70147	-1.35438
1.65311	-1.23785
1.34505	-0.800248
1.46372	-0.804914
0.624316	-0.18847
0.144806	0.030558
0.291354	0.229375
0.454433	0.39447
0.66886	0.508234
0.928346	0.478799
1.06582	0.657997
0.860951	0.176815
0.842368	0.111072
0.842935	-0.0538085
1.20928	-1.11215
2.56534	-1.96302
2.88119	-2.68562
3.14956	-3.13671
3.00407	-2.62691
3.37137	-2.85618
2.37645	-1.33464
2.01648	-1.05122
1.61383	-1.43993
0.50149	-0.251409
0.226668	-0.156816
0.721966	-0.266973
1.1364	-0.727361
1.46467	-1.09729
1.13831	-0.674246
1.00858	-0.575817
1.01056	-0.320332
0.711516	-0.269788
0.777028	0.274162
0.603344	-0.0537341
0.737274	-0.197779
0.448448	-0.656034
0.644582	-1.34397
0.61735	-1.31698
0.579719	-1.24571
0.601728	-1.25245
0.647625	-1.28914
0.755879	-1.44243
0.964032	-1.54904
1.01664	-1.48963
1.29998	-1.64952
1.55088	-1.70557
2.08277	-2.29488
1.81627	-1.63839
1.77247	-1.43041
2.16033	-1.76992
2.71358	-2.6225
2.08545	-1.69062
2.14245	-1.90038
1.90429	-1.43767
2.38964	-2.14975
2.51404	-2.37871
2.46257	-2.03873
1.58626	-1.03048
1.01364	-1.10257
0.914931	-0.448869
0.907337	-0.49817
1.08547	-0.610757
1.18299	-0.727396
1.21723	-0.809753
1.02108	-0.460977
1.07919	-0.489713
0.969603	-0.473947
1.43075	-1.03197
2.98381	-2.98186
3.28265	-3.11605
2.32186	-1.94578
3.15719	-3.13245
3.2816	-3.33431
3.1487	-3.09773
2.70821	-2.72351
1.92556	-1.76528
2.46274	-2.63695
2.14066	-2.22857
1.99659	-2.05069
1.68647	-1.77127
1.70273	-1.81423
1.49095	-1.38373
1.49402	-1.19753
1.08618	-0.710317
1.07214	-0.727173
0.996676	-0.620687
0.95722	-0.554296
1.01852	-0.688856
1.18775	-0.924728
1.63268	-1.74561
2.32836	-2.67763
2.04427	-2.30792
1.53993	-1.80907
1.38243	-1.59968
1.3231	-1.56039
1.24664	-1.47268
1.15728	-1.31992
1.18198	-1.35873
1.34922	-1.58283
2.40469	-2.61746
2.4238	-2.64401
1.826	-1.7946
1.90476	-1.99432
1.96787	-2.05245
1.90885	-1.94269
1.65597	-1.48144
1.65044	-1.32888
1.48779	-0.991605
1.45521	-1.00198
1.31826	-0.77434
1.29504	-0.425635
1.27945	-0.616399
1.07366	-0.691602
1.21814	-1.0224
2.04222	-2.0058
3.13539	-3.00317
1.92566	-1.00694
1.81043	-0.835114
2.75977	-1.45122
2.63046	-2.00881
1.95574	-1.43618
1.80971	-1.70189
1.31661	-0.968742
1.31027	-0.835958
0.783494	-0.220734
0.74694	-0.217387
0.892735	-0.487945
1.41783	-0.959438
1.46894	-0.88481
1.37088	-0.976781
1.18537	-0.946792
1.27414	-1.10095
