-1.27367	-0.110589
-0.996048	-0.11391
-1.03777	-0.351693
-0.962533	-0.507662
-0.918888	-0.279618
-0.854884	-0.191423
-0.830728	-0.408697
-0.951903	-0.255734
-0.8983	-0.137283
-0.526865	-0.370688
-0.0947343	-0.250565
-0.378489	-0.021785
-0.652975	0.182088
0.193663	-0.00467454
-0.0817275	-0.058815
-0.166497	-0.169177
-0.33673	-0.166282
-0.476605	0.00242652
-0.729982	0.120872
-0.962725	0.118956
-0.81243	0.265562
-0.781779	0.269921
-0.611007	0.171872
-0.836728	0.0675324
-0.670365	0.0254754
-0.709315	0.0434374
-0.617696	0.0152932
-0.576403	0.0563881
-0.432689	0.0205075
-0.445254	0.00958892
-0.578228	0.0898911
-0.473911	0.113009
-0.501633	0.10843
-0.465184	0.143312
-0.468567	0.0345057
-0.456663	0.0583262
-0.535029	0.0897914
-0.411958	0.0747873
-0.26842	0.144765
-0.328251	0.0273507
-0.458916	-0.143928
-0.534077	-0.100219
-0.506033	-0.0442117
-0.488531	-0.100169
-0.322407	-0.148343
-0.025936	-0.0517776
0.0316684	-0.0257138
-0.110951	-0.0623652
-0.211333	-0.13416
-0.256823	-0.191604
-0.473501	-0.171555
-0.72748	0.0247326
-0.889646	-0.0950604
-0.860251	-0.144616
-0.83844	-0.185508
-0.731894	-0.308544
-0.425028	0.252452
-0.0539914	-0.0340796
-0.354807	-0.00489695
-0.446232	0.0038348
-0.318794	-0.186204
-0.274036	-0.395522
-0.00832186	-0.401377
0.0412235	-0.256601
-0.293441	0.247841
-0.261323	0.0148126
-0.112935	0.0848724
-0.216476	-0.120108
-0.540272	-0.0795382
-0.744932	-0.0843087
-0.60444	-0.134217
-0.551931	-0.0971174
-0.547534	-0.35509
-0.572489	-0.056528
-0.728794	-0.0428091
-0.586442	-0.0551239
-0.714779	0.0445757
-0.361401	0.493134
-0.528448	1.07063
-0.531027	1.08438
-0.519989	1.0591
-0.546693	1.06499
-0.574692	1.06037
-0.6544	1.13237
-0.790439	1.0492
-0.829495	0.943989
-0.955264	0.760941
-0.933789	0.43968
-0.796502	0.329667
-0.27418	0.25415
-0.162643	0.175718
-0.132163	0.142141
-0.412954	0.0917055
-0.314977	-0.0126097
-0.41392	0.0594719
-0.386383	-0.117124
-0.559777	-0.0880023
-0.59172	-0.0379243
-0.287223	-0.0728386
-0.0186223	0.0722453
-0.509505	0.422218
-0.803554	0.0520937
-0.748351	0.0462997
-0.809873	-0.0587129
-0.833455	-0.066876
-0.848583	-0.0243998
-0.701513	-0.185013
-0.806871	-0.172744
-0.564423	-0.155727
0.0547218	0.272814
-0.300313	0.213864
-0.395956	-0.147384
-0.604402	-0.235405
-0.807971	-0.316274
-0.428265	0.0391631
-0.34964	0.0629022
-0.355588	0.251114
-0.273648	0.267027
-0.520738	0.334929
-0.471157	0.350737
-0.430099	0.365161
-0.406487	0.438243
-0.407776	0.463317
-0.19304	0.375675
-0.0368491	0.305427
-0.0264253	0.157561
-0.092339	0.140717
-0.049995	0.117684
-0.0619223	0.0720943
-0.0340524	0.180608
-0.0741521	0.260096
-0.340402	0.505851
-0.603568	0.488803
-0.510864	0.518161
-0.490921	0.591512
-0.461405	0.556772
-0.479059	0.572426
-0.471218	0.563977
-0.396817	0.517933
-0.474472	0.51378
-0.508888	0.559968
-0.62256	0.320598
-0.574146	0.35387
-0.304627	0.378623
-0.334889	0.473688
-0.309708	0.481903
-0.269358	0.465345
-0.0866622	0.401167
0.00470909	0.333642
0.154393	0.279372
0.218151	0.380648
0.285818	0.328572
0.498333	0.237274
0.512416	0.455731
0.506277	0.655395
0.322695	0.687249
-0.0562103	0.574404
-0.293356	0.0451814
0.16276	-0.0831408
0.12334	-0.189976
-0.0325993	-0.747977
-0.278038	-0.295123
-0.177006	-0.0159737
-0.27575	0.323299
-0.0113896	0.247397
0.117272	0.230076
0.364654	0.193363
0.441288	0.287085
0.325664	0.362331
0.261893	0.413212
0.201402	0.235262
-0.174653	0.0898824
-0.416632	0.112461
-0.643022	0.142167
-0.629683	-0.105155
-0.749486	0.100146
-0.674322	-0.0561654
-0.699189	-0.140631
-0.800207	-0.103505
-0.718014	-0.0819875
-0.680016	-0.2779
-0.743704	-0.384306
-0.737278	-0.386655
-0.833238	-0.378962
-0.735822	-0.383352
-0.755146	-0.215711
-0.588804	-0.290597
-0.685327	-0.292053
-0.716701	-0.303914
-0.904639	-0.332826
-0.864534	-0.381634
-0.679713	-0.357265
-0.411525	0.0826872
0.0484621	0.38267
0.155439	0.395338
0.273821	0.402497
0.488928	0.468233
0.263166	0.469368
0.193137	0.643473
0.124672	0.609469
-0.0970351	0.469977
-0.412195	0.515351
-0.441177	0.231187
-0.503022	0.167578
-0.605505	0.0594155
-0.626924	-0.0777138
-0.554604	-0.2161
-0.533465	-0.243948
-0.495396	-0.314317
-0.432982	-0.222103
-0.313655	0.126406
-0.416668	0.19137
-0.358466	-0.00138363
-0.429655	0.157502
-0.610272	0.0642851
-1.08416	0.0987119
-0.941287	-0.26585
-0.615199	-0.0599611
-0.0372263	0.0331603
-0.224191	-0.272562
-0.360514	-0.207949
-0.250352	-0.20609
-0.115757	-0.163701
0.0177968	-0.0922043
-0.0437001	0.0378886
-0.397783	0.124697
-0.33765	0.181105
-0.26194	0.181848
-0.201887	0.171275
-0.274192	0.262418
-0.231708	0.228886
-0.283802	0.328117
-0.22656	0.360719
0.0200105	0.367016
0.121505	0.347699
0.197611	0.316224
0.230121	0.250819
0.334225	0.204511
0.0979038	0.374375
0.0083564	0.451337
-0.145469	0.514554
-0.354819	0.5393
-0.585521	0.678222
-0.59254	0.574809
-0.695837	0.529004
-0.692497	0.427984
-0.690905	0.331217
-0.660031	0.284072
-0.808682	0.349173
